event_id,event_type,event_date,window_start,window_end,source_name,source_url_or_note,generated_without_return_data,created_at_utc
quarter_end_2022_q4,quarter_end,2022-12-30,2022-12-22,2023-01-09,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
month_end_2023_01,month_end,2023-01-31,2023-01-24,2023-02-07,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
month_end_2023_02,month_end,2023-02-28,2023-02-21,2023-03-07,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
month_end_2023_03,month_end,2023-03-31,2023-03-24,2023-04-10,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
quarter_end_2023_q1,quarter_end,2023-03-31,2023-03-24,2023-04-10,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
month_end_2023_04,month_end,2023-04-28,2023-04-21,2023-05-05,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
month_end_2023_05,month_end,2023-05-31,2023-05-23,2023-06-07,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
month_end_2023_06,month_end,2023-06-30,2023-06-23,2023-07-10,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
quarter_end_2023_q2,quarter_end,2023-06-30,2023-06-23,2023-07-10,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
month_end_2023_07,month_end,2023-07-31,2023-07-24,2023-08-07,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
month_end_2023_08,month_end,2023-08-31,2023-08-24,2023-09-08,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
month_end_2023_09,month_end,2023-09-29,2023-09-22,2023-10-06,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
quarter_end_2023_q3,quarter_end,2023-09-29,2023-09-22,2023-10-06,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
month_end_2023_10,month_end,2023-10-31,2023-10-24,2023-11-07,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
month_end_2023_11,month_end,2023-11-30,2023-11-22,2023-12-07,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
month_end_2023_12,month_end,2023-12-29,2023-12-21,2024-01-08,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
quarter_end_2023_q4,quarter_end,2023-12-29,2023-12-21,2024-01-08,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
month_end_2024_01,month_end,2024-01-31,2024-01-24,2024-02-07,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
month_end_2024_02,month_end,2024-02-29,2024-02-22,2024-03-07,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
month_end_2024_03,month_end,2024-03-28,2024-03-21,2024-04-05,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
quarter_end_2024_q1,quarter_end,2024-03-28,2024-03-21,2024-04-05,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
month_end_2024_04,month_end,2024-04-30,2024-04-23,2024-05-07,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
month_end_2024_05,month_end,2024-05-31,2024-05-23,2024-06-07,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
month_end_2024_06,month_end,2024-06-28,2024-06-21,2024-07-08,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
quarter_end_2024_q2,quarter_end,2024-06-28,2024-06-21,2024-07-08,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
month_end_2024_07,month_end,2024-07-31,2024-07-24,2024-08-07,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
month_end_2024_08,month_end,2024-08-30,2024-08-23,2024-09-09,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
month_end_2024_09,month_end,2024-09-30,2024-09-23,2024-10-07,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
quarter_end_2024_q3,quarter_end,2024-09-30,2024-09-23,2024-10-07,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
month_end_2024_10,month_end,2024-10-31,2024-10-24,2024-11-07,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
month_end_2024_11,month_end,2024-11-29,2024-11-21,2024-12-06,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
month_end_2024_12,month_end,2024-12-31,2024-12-23,2025-01-08,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
quarter_end_2024_q4,quarter_end,2024-12-31,2024-12-23,2025-01-08,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
month_end_2025_01,month_end,2025-01-31,2025-01-24,2025-02-07,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
month_end_2025_02,month_end,2025-02-28,2025-02-21,2025-03-07,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
month_end_2025_03,month_end,2025-03-31,2025-03-24,2025-04-07,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
quarter_end_2025_q1,quarter_end,2025-03-31,2025-03-24,2025-04-07,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
month_end_2025_04,month_end,2025-04-30,2025-04-23,2025-05-07,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
month_end_2025_05,month_end,2025-05-30,2025-05-22,2025-06-06,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
month_end_2025_06,month_end,2025-06-30,2025-06-23,2025-07-08,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
quarter_end_2025_q2,quarter_end,2025-06-30,2025-06-23,2025-07-08,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
month_end_2025_07,month_end,2025-07-31,2025-07-24,2025-08-07,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
month_end_2025_08,month_end,2025-08-29,2025-08-22,2025-09-08,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
month_end_2025_09,month_end,2025-09-30,2025-09-23,2025-10-07,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
quarter_end_2025_q3,quarter_end,2025-09-30,2025-09-23,2025-10-07,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
month_end_2025_10,month_end,2025-10-31,2025-10-24,2025-11-07,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
month_end_2025_11,month_end,2025-11-28,2025-11-20,2025-12-05,deterministic_trading_calendar,Generated from trading dates in data/cache/SPY_2015-01-01_2025-12-31.csv; price and return columns were not used.,true,2026-08-14T00:00:00Z
